HATE_SPEECH,CLASS
I love jigg jigg&#128514;,8
I love me some chunky babies &#128525;&#128525;,8
I love the acoustic domes in the hallways. Favorite place to sing in public. No lie. http://t.co/G6Az9ryUbQ,8
I love watching birds migrate. Wish I understood why it's such a peaceful sight.,8
I love wearing fuzzy socks to work,8
I luh to lick the middle like an Oreo,8
"I luv watching gas monkey, they be havin some classics on there.",8
I may or may not have at least 4 FOB related tattoos already planned out.,8
"I mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;",8
"I mean...If you blow a foul there, it has to be a yellow in that situation no?",8
I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?,8
I miss my monkey &#128533;,8
I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.,8
I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,8
I need a heated bra because my nips hurt so bad!,8
I need like 43 fuzzy blankets to sleep &#128525;&#128139;,8
I need sleep but can't seem to get that place that let's you clam down and sleep :(,8
I need to pick between two wigs. The agony. ;__; My cute multi-colored bob or my red Stevie Nicks curly one?,8
I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,8
I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,8
I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,8
I rather watch the oak cliff redskins and oak cliff comets play hell,8
I really want a girl to make me some brownies &#128553;&#128557;,8
I really want a sports star to get a pet monkey and name him Achilles.,8
I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,8
I remember the VA Tech band called us planet of the apes. I was ready to flip,8
I rescued a baby bird &#128035; http://t.co/Ad7yy4CuQt,8
I said middle school days as in the ghetto way people... &#8212; and what I am nor here to impress you what are you go... http://t.co/qYpvIKcRfY,8
I see u jigga!!!! Hillary $wankin,8
I see ya big Boi in the Oreo V's,8
I sho do miss my Uncle Tom,8
I should start wearing beanies more,8
I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,8
I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,8
I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,8
I talked to some birds... I fell in love again..,8
I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,8
I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,8
I think I'll just eat this brownie and pass out,8
I think I'm gonna walk around the house free as a bird.,8
I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,8
I thought she was albino tho &#128563;,8
"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",8
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",8
I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,8
I uploaded a @YouTube video http://t.co/8rLE3JNr GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,8
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",8
I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,8
"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",8
I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,8
I wanna go to a trash talk concert,8
I wanna try pot brownies.,8
I want Oreos!! Who can help me,8
I want a cowboy killer,8
I want a four loco right now so I can chug it and go straight to sleep.,8
I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,8
"I want some cookies, brownies and ice cream. &#128523;",8
I want some monkey bread &#128553;&#128588;,8
I want some monkey bread.,8
I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,8
"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",8
"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off",8
I was in love with Charlie &#128553;,8
I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,8
I was told never fold &amp; never sell my sole,8
I went outside and got mad bc this weather is trash,8
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",8
"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",8
I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,8
"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead",8
I would describe @whatupag's work as blaxican.,8
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",8
"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",8
I'd be the best at owning a bird. I could teach them the funniest things to say.,8
I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,8
I'd kill to meet Charlie Sheen.,8
I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,8
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... http://t.co/tLec4vKUYd,8
I'll be a Yankee fan forever,8
I'll give you a baby zebra girl.,8
I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll,8
"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",8
"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",8
I'm Hun-gry,8
I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,8
"I'm a redneck, but without the homophobia and racism",8
I'm a sucker for colored eyes &#128532;&#128532;,8
I'm about to post my Charlie Clips vs Yung ill rap battle review in a few,8
"I'm an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls. If that doesn't scream sitcom, what does?",8
I'm definitely watching that mook/ lux battle today damn it!!!,8
I'm finna see the Yankees win a baseball game,8
I'm getting sleepy and my phone is acting retarded...,8
"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",8
I'm gonna be ghetto and color over the stain with a sharpie ctfu,8
I'm hooked on monkey phonics.,8
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,8
I'm jus a trill nicca mane,8
I'm just sitting here waiting for twitter to explode once this Yankees game ends,8
I'm just tryna get to sleep before the birds start getting rowdy.,8
I'm making pollo a la brasso today,8
"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",8
I'm not from the ghetto.,8
I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.,8
I'm okay with rasor talking trash,8
I'm such a retard sometimes.,8
I'm the biggest redskins dam right now if they get this stop,8
I've got a birds eye view of all the secrets you keep.,8
"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",8
I've never had a Twinkie.,8
I've pretty much eaten an entire box of my nephew's cheese nips. I only feel bad a little.,8
I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,8
"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",8
ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,8
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",8
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,8
Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,8
"If Ashton is trash then what does that make me! Come on guys someone like Ashton can't be trash, he makes too many people smile!!",8
"If I ever committ a crime, you can cite LVL as being the sole influence.",8
If I were a kid today...Michelle Obama's lunch would wind up in the trash can,8
"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",8
"If Temple beats Rutgers today, I will be a happy clam.",8
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,8
"If ever sports seemed scripted , this ending to this Yankee game proved it",8
If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,8
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,8
"If someone pushes you too hard today, they may be surprised ho... More for Capricorn http://t.co/3kpy22pi0E",8
"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",8
"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",8
"If the crust ain&#8217;t graham cracker, keep that pie",8
If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,8
If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate,8
"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash.",8
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,8
"If you enjoy hunting for sport, then you're trash. If you hunt for food, you deserve to starve.",8
"If you must call me a cracker, please call me a Cheez-It, not a saltine.",8
"If you think that the term #redskins being offensive is a political issue, you are ignorant.",8
"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",8
"If you've ever been to drunk to fish, you might be a redneck",8
Iggy is trending. Twitter's trash today.,8
Igot to level 21 so far on flappy birds smh,8
Im a twat,8
Im glad I met this chick. Reminds me the trash I left behind,8
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,8
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,8
Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,8
Ima trash @ForeverMEM85 in fantasy,8
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,8
Inbed eating left over poppadom. #livinthedream,8
Indiana lost to Bowling Green. Big Ten continues to be trash.,8
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",8
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,8
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,8
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,8
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,8
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,8
Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,8
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,8
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,8
Is Yankee in a good mood today or what,8
Is dare any colored players in hockey?,8
"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",8
Is it weird licking your own nip?,8
Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,8
Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,8
It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,8
It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,8
"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",8
It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,8
It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,8
"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci",8
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,8
"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol",8
"It's almost Christmas, Charlie Brown...",8
It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,8
"It's just not the same, #LittleDebbie #Cloud #Cake are not #Twinkies! http://t.co/OOILML6M",8
It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,8
It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfPvICF,8
It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.,8
"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost",8
"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials",8
Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn,8
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",8
Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube,8
Jeter almost broke Yankee stadium,8
Jets trash,8
Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews,8
Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah,8
"Jihadi pop music debates: &#8220;yo, bro, did you hear the latest Abu Yasser hit?&#8221;, &#8220;No bro, I&#8217;m totally an Abu Hajar fan&#8221; #UnderGroundCulture",8
Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15,8
Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ,8
Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,8
Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn,8
Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,8
Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ,8
Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down,8
"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",8
Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2,8
Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?,8
Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS,8
Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,8
Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,8
"Jindal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop",8
Joba Chamberlain looks like a homeless guy that won a contest. #Yankees,8
John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI,8
Johnny Manziel just flipped somebody the bird...,8
Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB,8
Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK,8
Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest,8
"Js on my feet, that song is trash too loll",8
Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?,8
Just cleaned my fingernails with a knife. #hillbilly @shanemoses625,8
Just got done taking some photos with brownie #flowcity,8
Just hit 40 in flappy bird.&#128527;,8
Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2,8
"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work",8
Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh,8
Just purchased my first trenta iced coffee....this is a slippery slope,8
Just saw a crow gallop across the road. #mmkay #wut &#128514;,8
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,8
"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",8
Just stopped by the line up room @BeaLack still look like a doo wop singer.,8
Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,8
KFC biscuits trash now,8
"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",8
Kanyeeeeeee is just a yard ape acting idiot!just stupid...,8
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,8
Kentucky Fried cater to da white folk. No colored menu,8
Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,8
Kill la kill was trash,8
Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx,8
"King, TI vs tip and that troubleman albums all trash.",8
Knock em down wit sum chunky &#128548;&#128299;,8
"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT",8
LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,8
LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;,8
"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers",8
LOL there's a talking monkey live on the internet! Will wonders never cease?,8
"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting",8
"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water",8
Lakers are a purple and yellow garbage can,8
Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,8
"Laughing at my deck that they gave me, yellow and jesus stencils all over it",8
Lauren &amp; I ate candy we found on the floor during class we are trash,8
Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe,8
Leave it up to me it would've been in the trash.... All of it.,8
Legion of jig &#128557;&#128557;&#128557;,8
Let the jig commence http://t.co/pqvJiEvqZa,8
Let this white boy be ghetto&#127773;,8
Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,8
"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look.",8
Let's go for the sweep!! #Yankees #SubwaySeries,8
Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,8
"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4",8
Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt,8
Lets finish strong Yankees,8
Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP,8
"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature 
http://t.co/V01w8UamJy",8
"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",8
Lil Kim really made herself trash smh &#128148;,8
Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;,8
Literally in the middle of the ghetto and these people look scary,8
Literally just got up and the first thing I did was chug a huge glass of water,8
Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq,8
Little things can just kill a negros mood man,8
Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl,8
Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,8
Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash,8
Lmao redskins turnin up,8
"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",8
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;,8
Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special,8
"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""",8
Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,8
Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,8
Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,8
Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj,8
Lol colored contacts played out.,8
Lol ike Turner http://t.co/8yNqYYaOjo,8
Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,8
Long yellow.,8
Looking back I liked colored better. Let's go back to that,8
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,8
Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,8
Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM,8
Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,8
Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,8
"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?",8
"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",8
"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",8
Madea and this old hillbilly are hilarious together.,8
Magellan? You suck at trash talk. @physguy2 @submix8c,8
Majority of it is trash anyway.,8
"Majority of the time, a woman's story is trash anyway...",8
Making brownies,8
Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,8
Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,8
Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,8
Man in zebra print dress robs bank http://t.co/3xaPAYzbge,8
Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.,8
"Man, that is a serious shiner Chara's sporting. Yowza.",8
Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,8
Mannnn tonight feels like trash.,8
Manual labor so trash,8
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,8
Marcus Smart belongs on the Celtics. Both trash. It was destiny.,8
"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees",8
"Mata'i ngeli, alu o polosi ho nifo..",8
"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s",8
"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot",8
Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk,8
"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees",8
McDonald's is hella trash to me now,8
Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC,8
Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc,8
Me gusta pollo so espa&#241;ol that. Lol. &#127831;,8
"Me: downloads flappy bird*
Sierra: ""welp there goes school""",8
Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC,8
"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv",8
Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,8
Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,8
Met a woman who was trying to feed a crow a Brazil nut,8
Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...,8
Miami's run defense is Alex Smith trash.,8
Mint Oreos &gt;&gt;&gt;,8
Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. #FailState,8
Mitt Romney hates big bird. Fascist.,8
"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)",8
Mommy said no pussy cats inside my dawgs house,8
Money hungry hoes they can never get a crumb,8
Monkey see monkey do really Abu,8
Monkey see monkey doo,8
"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",8
Morning terror read: 99% of the ocean's trash is gone and no one knows where it went &#8594; http://t.co/CwC2LWCV3T,8
Morning trash http://t.co/xba6WWVO7m,8
Mother Nature hates the Yankees and baseball,8
"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",8
Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,8
Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE,8
"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!",8
"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z",8
My Twitter app is poo trash.,8
"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",8
My auto correct makes me sound so FOB,8
My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,8
My baby guinea pig is so cute #Adorable,8
My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....,8
My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!,8
My bird got a headache &#128527;&#128530;,8
My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,8
"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",8
My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy,8
My flow retarded &#128526;,8
My goal for soccer this year is to get a yellow card every game,8
My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;,8
My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,8
"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",8
My mama made me some brownies they was everything &#128553;,8
